rowIndex,satID,satCode,time_sec,lat_deg,lon_deg,alt_km,is_vel_north,commSats_codes,nCommSats,satID_synt,satCode_synt,satCode_synt_comm,A_bits_total,nPackagesA,B_bits_total,nPackagesB,A_and_B_bits
7008,28,213,425,1.356335,35.402433,488.5355,True,"101,212,214",3,,,,0,0,0,0,0
10498,29,214,425,14.831675,55.567032,489.7103,True,"101,213,215",3,,,,0,0,0,0,0
13649,30,215,425,26.337822,78.152068,492.0869,True,214,1,,,,0,0,0,0,0
14526,62,502,425,34.724204,-10.367585,494.3995,False,503,1,75.0,515.0,114,0,0,0,0,0
15641,63,503,425,29.120211,17.180725,492.8111,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19758,64,504,425,18.630896,40.866731,490.3713,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23314,65,505,425,5.548728,61.54469,488.6944,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
526,1,101,426,33.684848,32.672698,494.0938,True,"102,115,213,214",4,,,,0,0,9728,8,9728
2646,2,102,426,34.71773,61.705058,494.3976,False,"101,103,504,505",4,14.0,114.0,,0,0,12160,10,12160
3861,3,103,426,29.097799,89.244604,492.8051,False,102,1,14.0,114.0,313,0,0,0,0,0
4738,15,115,426,26.363858,6.212617,492.0935,True,101,1,,,114,0,0,0,0,0
6065,27,212,426,-12.250304,15.509664,489.3395,True,213,1,,,211,0,0,0,0,0
7009,28,213,426,1.393042,35.450376,488.5361,True,"101,212,214",3,,,,0,0,0,0,0
10499,29,214,426,14.865673,55.618566,489.7157,True,"101,213,215",3,,,,0,0,13376,11,13376
13650,30,215,426,26.363858,78.212617,492.0935,True,214,1,,,,0,0,0,0,0
14527,62,502,426,34.71773,-10.294942,494.3976,False,503,1,75.0,515.0,114,0,0,0,0,0
15642,63,503,426,29.097799,17.244604,492.8051,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19759,64,504,426,18.598685,40.920487,490.3652,False,"102,503,505",3,75.0,515.0,,0,0,18240,15,18240
23315,65,505,426,5.512352,61.593087,488.6922,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
534,1,101,427,33.696614,32.7435,494.0972,True,"102,115,213,214",4,,,,0,0,0,0,0
2656,2,102,427,34.711207,61.777689,494.3957,False,"101,103,504,505",4,14.0,114.0,,0,0,0,0,0
3862,3,103,427,29.075352,89.308454,492.7991,False,102,1,14.0,114.0,313,0,0,0,0,0
4739,15,115,427,26.389866,6.273194,492.1,True,101,1,,,114,0,0,0,0,0
6066,27,212,427,-12.21538,15.559998,489.3349,True,213,1,,,211,0,0,0,0,0
7010,28,213,427,1.429749,35.498322,488.5367,True,"101,212,214",3,,,,0,0,0,0,0
10510,29,214,427,14.899656,55.670117,489.721,True,"101,213,215",3,,,,0,0,0,0,0
13651,30,215,427,26.389866,78.273194,492.1,True,214,1,,,,0,0,0,0,0
14528,62,502,427,34.711207,-10.222311,494.3957,False,503,1,75.0,515.0,114,0,0,0,0,0
15643,63,503,427,29.075352,17.308454,492.7991,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19774,64,504,427,18.566455,40.974222,490.359,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23316,65,505,427,5.475971,61.641478,488.6901,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
535,1,101,428,33.708335,32.814323,494.1007,True,"102,115,213,214",4,,,,0,0,2432,2,2432
2657,2,102,428,34.704637,61.850307,494.3937,False,"101,103,504,505",4,14.0,114.0,,0,0,9728,8,9728
3863,3,103,428,29.052871,89.372274,492.793,False,102,1,14.0,114.0,313,0,0,0,0,0
4740,15,115,428,26.415844,6.333801,492.1065,True,101,1,,,114,0,0,0,0,0
6067,27,212,428,-12.180445,15.610319,489.3304,True,213,1,,,211,0,0,0,0,0
7011,28,213,428,1.466454,35.546269,488.5373,True,"101,212,214",3,,,,0,0,0,0,0
10511,29,214,428,14.933626,55.721686,489.7263,True,"101,213,215",3,,,,0,0,14592,12,14592
13652,30,215,428,26.415844,78.333801,492.1065,True,214,1,,,,0,0,0,0,0
14529,62,502,428,34.704637,-10.149693,494.3937,False,503,1,75.0,515.0,114,0,0,0,0,0
15644,63,503,428,29.052871,17.372274,492.793,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19775,64,504,428,18.534208,41.027935,490.3529,False,"102,503,505",3,75.0,515.0,,0,0,14592,12,14592
23317,65,505,428,5.439586,61.689862,488.6879,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
537,1,101,429,33.72001,32.885165,494.1041,True,"102,115,213,214",4,,,,0,0,0,0,0
2665,2,102,429,34.698017,61.922914,494.3918,False,"101,103,504,505",4,14.0,114.0,,0,0,12160,10,12160
3864,3,103,429,29.030355,89.436065,492.787,False,102,1,14.0,114.0,313,0,0,0,0,0
4741,15,115,429,26.441793,6.394437,492.1131,True,101,1,,,114,0,0,0,0,0
6068,27,212,429,-12.145499,15.660625,489.3258,True,213,1,,,211,0,0,0,0,0
7012,28,213,429,1.503158,35.594218,488.5379,True,"101,212,214",3,,,,0,0,0,0,0
10523,29,214,429,14.967582,55.773272,489.7317,True,"101,213,215",3,,,,0,0,12160,10,12160
13653,30,215,429,26.441793,78.394437,492.1131,True,214,1,,,,0,0,0,0,0
14530,62,502,429,34.698017,-10.077086,494.3918,False,503,1,75.0,515.0,114,0,0,0,0,0
15645,63,503,429,29.030355,17.436065,492.787,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19787,64,504,429,18.501943,41.081627,490.3467,False,"102,503,505",3,75.0,515.0,,0,0,19456,16,19456
23318,65,505,429,5.403196,61.73824,488.6857,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
538,1,101,430,33.73164,32.956028,494.1075,True,"102,115,213,214",4,,,,0,0,2432,2,2432
2675,2,102,430,34.69135,61.995509,494.3898,False,"101,103,504,505",4,14.0,114.0,,0,0,0,0,0
3865,3,103,430,29.007805,89.499826,492.7809,False,102,1,14.0,114.0,313,0,0,0,0,0
4742,15,115,430,26.467712,6.455101,492.1196,True,101,1,,,114,0,0,0,0,0
6069,27,212,430,-12.110542,15.710918,489.3213,True,213,1,,,211,0,0,0,0,0
7013,28,213,430,1.539861,35.642169,488.5385,True,"101,212,214",3,,,,0,0,0,0,0
10533,29,214,430,15.001525,55.824875,489.737,True,"101,213,215",3,,,,0,0,0,0,0
13654,30,215,430,26.467712,78.455101,492.1196,True,214,1,,,,0,0,0,0,0
14531,62,502,430,34.69135,-10.004491,494.3898,False,503,1,75.0,515.0,114,0,0,0,0,0
15646,63,503,430,29.007805,17.499826,492.7809,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19803,64,504,430,18.46966,41.135296,490.3406,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23319,65,505,430,5.366801,61.786612,488.6836,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
540,1,101,431,33.743224,33.026911,494.1108,True,"102,115,213,214",4,,,,0,0,4864,4,4864
2676,2,102,431,34.684635,62.068091,494.3878,False,"101,103,504,505",4,14.0,114.0,,0,0,6080,5,6080
3866,3,103,431,28.98522,89.563558,492.7749,False,102,1,14.0,114.0,313,0,0,0,0,0
4743,15,115,431,26.493602,6.515795,492.1261,True,101,1,,,114,0,0,0,0,0
6070,27,212,431,-12.075574,15.761196,489.3168,True,213,1,,,211,0,0,0,0,0
7014,28,213,431,1.576562,35.690121,488.5391,True,"101,212,214",3,,,,0,0,0,0,0
10534,29,214,431,15.035454,55.876496,489.7424,True,"101,213,215",3,,,,0,0,10944,9,10944
13655,30,215,431,26.493602,78.515795,492.1261,True,214,1,,,,0,0,0,0,0
14532,62,502,431,34.684635,-9.931909,494.3878,False,503,1,75.0,515.0,114,0,0,0,0,0
15647,63,503,431,28.98522,17.563558,492.7749,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19804,64,504,431,18.43736,41.188945,490.3345,False,"102,503,505",3,75.0,515.0,,0,0,18240,15,18240
23320,65,505,431,5.330402,61.834977,488.6814,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
544,1,101,432,33.754762,33.097814,494.1142,True,"102,115,213,214",4,,,,0,0,0,0,0
2681,2,102,432,34.677871,62.14066,494.3858,False,"101,103,504,505",4,14.0,114.0,,0,0,12160,10,12160
3867,3,103,432,28.962602,89.627261,492.7688,False,102,1,14.0,114.0,313,0,0,0,0,0
4744,15,115,432,26.519462,6.576517,492.1327,True,101,1,,,114,0,0,0,0,0
6071,27,212,432,-12.040596,15.81146,489.3123,True,213,1,,,211,0,0,0,0,0
7015,28,213,432,1.613262,35.738075,488.5397,True,"101,212,214",3,,,,0,0,0,0,0
10543,29,214,432,15.069369,55.928135,489.7478,True,"101,213,215",3,,,,0,0,12160,10,12160
13656,30,215,432,26.519462,78.576517,492.1327,True,214,1,,,,0,0,0,0,0
14533,62,502,432,34.677871,-9.85934,494.3858,False,503,1,75.0,515.0,114,0,0,0,0,0
15648,63,503,432,28.962602,17.627261,492.7688,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19819,64,504,432,18.405041,41.242571,490.3284,False,"102,503,505",3,75.0,515.0,,0,0,9728,8,9728
23321,65,505,432,5.293999,61.883337,488.6793,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
545,1,101,433,33.766255,33.168737,494.1176,True,"102,115,213,214",4,,,,0,0,4864,4,4864
2691,2,102,433,34.671059,62.213218,494.3838,False,"101,103,504,505",4,14.0,114.0,,0,0,0,0,0
3868,3,103,433,28.939949,89.690934,492.7628,False,102,1,14.0,114.0,313,0,0,0,0,0
4745,15,115,433,26.545293,6.637268,492.1392,True,101,1,,,114,0,0,0,0,0
6072,27,212,433,-12.005607,15.86171,489.3078,True,213,1,,,211,0,0,0,0,0
7016,28,213,433,1.649961,35.786031,488.5404,True,"101,212,214",3,,,,0,0,0,0,0
10553,29,214,433,15.10327,55.979791,489.7531,True,"101,213,215",3,,,,0,0,0,0,0
13657,30,215,433,26.545293,78.637268,492.1392,True,214,1,,,,0,0,0,0,0
14534,62,502,433,34.671059,-9.786782,494.3838,False,503,1,75.0,515.0,114,0,0,0,0,0
15649,63,503,433,28.939949,17.690934,492.7628,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19827,64,504,433,18.372705,41.296177,490.3223,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23322,65,505,433,5.257591,61.93169,488.6772,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
549,1,101,434,33.777703,33.239681,494.1209,True,"102,115,213,214",4,,,,0,0,7296,6,7296
2692,2,102,434,34.664199,62.285762,494.3818,False,"101,103,504,505",4,14.0,114.0,,0,0,2432,2,2432
3869,3,103,434,28.917262,89.754578,492.7567,False,102,1,14.0,114.0,313,0,0,0,0,0
4746,15,115,434,26.571094,6.698049,492.1457,True,101,1,,,114,0,0,0,0,0
6073,27,212,434,-11.970607,15.911946,489.3033,True,213,1,,,211,0,0,0,0,0
7017,28,213,434,1.686659,35.833989,488.5411,True,"101,212,214",3,,,,0,0,0,0,0
10554,29,214,434,15.137157,56.031465,489.7585,True,"101,213,215",3,,,,0,0,9728,8,9728
13658,30,215,434,26.571094,78.698049,492.1457,True,214,1,,,,0,0,0,0,0
14535,62,502,434,34.664199,-9.714238,494.3818,False,503,1,75.0,515.0,114,0,0,0,0,0
15650,63,503,434,28.917262,17.754578,492.7567,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19828,64,504,434,18.340352,41.349761,490.3161,False,"102,503,505",3,75.0,515.0,,0,0,9728,8,9728
23323,65,505,434,5.221178,61.980037,488.6751,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
555,1,101,435,33.789105,33.310644,494.1243,True,"102,115,213,214",4,,,,0,0,0,0,0
2694,2,102,435,34.65729,62.358294,494.3797,False,"101,103,504,505",4,14.0,114.0,,0,0,12160,10,12160
3870,3,103,435,28.89454,89.818192,492.7506,False,102,1,14.0,114.0,313,0,0,0,0,0
4747,15,115,435,26.596866,6.758858,492.1522,True,101,1,,,114,0,0,0,0,0
6074,27,212,435,-11.935596,15.962168,489.2988,True,213,1,,,211,0,0,0,0,0
7018,28,213,435,1.723355,35.881949,488.5418,True,"101,212,214",3,,,,0,0,0,0,0
10562,29,214,435,15.171031,56.083156,489.7639,True,"101,213,215",3,,,,0,0,13376,11,13376
13659,30,215,435,26.596866,78.758858,492.1522,True,214,1,,,,0,0,0,0,0
14536,62,502,435,34.65729,-9.641706,494.3797,False,503,1,75.0,515.0,114,0,0,0,0,0
15651,63,503,435,28.89454,17.818192,492.7506,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19836,64,504,435,18.307981,41.403323,490.31,False,"102,503,505",3,75.0,515.0,,0,0,17024,14,17024
23324,65,505,435,5.184761,62.028379,488.6731,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
556,1,101,436,33.800461,33.381626,494.1276,True,"102,115,213,214",4,,,,0,0,0,0,0
2704,2,102,436,34.650334,62.430814,494.3777,False,"101,103,504,505",4,14.0,114.0,,0,0,0,0,0
3871,3,103,436,28.871785,89.881777,492.7445,False,102,1,14.0,114.0,313,0,0,0,0,0
4748,15,115,436,26.622607,6.819696,492.1588,True,101,1,,,114,0,0,0,0,0
6075,27,212,436,-11.900576,16.012376,489.2943,True,213,1,,,211,0,0,0,0,0
7019,28,213,436,1.760049,35.929911,488.5425,True,"101,212,214",3,,,,0,0,0,0,0
10573,29,214,436,15.20489,56.134865,489.7693,True,"101,213,215",3,,,,0,0,0,0,0
13660,30,215,436,26.622607,78.819696,492.1588,True,214,1,,,,0,0,0,0,0
14537,62,502,436,34.650334,-9.569186,494.3777,False,503,1,75.0,515.0,114,0,0,0,0,0
15652,63,503,436,28.871785,17.881777,492.7445,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19850,64,504,436,18.275592,41.456864,490.3039,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23325,65,505,436,5.14834,62.076714,488.671,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
557,1,101,437,33.811771,33.452629,494.1309,True,"102,115,213,214",4,,,,0,0,4864,4,4864
2705,2,102,437,34.64333,62.50332,494.3756,False,"101,103,504,505",4,14.0,114.0,,0,0,9728,8,9728
3872,3,103,437,28.848996,89.945332,492.7384,False,102,1,14.0,114.0,313,0,0,0,0,0
4749,15,115,437,26.648319,6.880563,492.1653,True,101,1,,,114,0,0,0,0,0
6076,27,212,437,-11.865544,16.062571,489.2899,True,213,1,,,211,0,0,0,0,0
7020,28,213,437,1.796742,35.977875,488.5432,True,"101,212,214",3,,,,0,0,0,0,0
10574,29,214,437,15.238736,56.186592,489.7747,True,"101,213,215",3,,,,0,0,7296,6,7296
13661,30,215,437,26.648319,78.880563,492.1653,True,214,1,,,,0,0,0,0,0
14538,62,502,437,34.64333,-9.49668,494.3756,False,503,1,75.0,515.0,114,0,0,0,0,0
15653,63,503,437,28.848996,17.945332,492.7384,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19851,64,504,437,18.243186,41.510384,490.2979,False,"102,503,505",3,75.0,515.0,,0,0,17024,14,17024
23326,65,505,437,5.111914,62.125043,488.6689,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
561,1,101,438,33.823036,33.523651,494.1342,True,"102,115,213,214",4,,,,0,0,0,0,0
2713,2,102,438,34.636277,62.575814,494.3735,False,"101,103,504,505",4,14.0,114.0,,0,0,4864,4,4864
3873,3,103,438,28.826172,90.008858,492.7323,False,102,1,14.0,114.0,313,0,0,0,0,0
4750,15,115,438,26.674001,6.94146,492.1718,True,101,1,,,114,0,0,0,0,0
6077,27,212,438,-11.830502,16.112751,489.2854,True,213,1,,,211,0,0,0,0,0
7021,28,213,438,1.833434,36.025841,488.5439,True,"101,212,214",3,,,,0,0,0,0,0
10580,29,214,438,15.272567,56.238337,489.7802,True,"101,213,215",3,,,,0,0,14592,12,14592
13662,30,215,438,26.674001,78.94146,492.1718,True,214,1,,,,0,0,0,0,0
14539,62,502,438,34.636277,-9.424186,494.3735,False,503,1,75.0,515.0,114,0,0,0,0,0
15654,63,503,438,28.826172,18.008858,492.7323,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19865,64,504,438,18.210762,41.563882,490.2918,False,"102,503,505",3,75.0,515.0,,0,0,14592,12,14592
23327,65,505,438,5.075484,62.173367,488.6669,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
562,1,101,439,33.834255,33.594693,494.1375,True,"102,115,213,214",4,,,,0,0,4864,4,4864
2717,2,102,439,34.629176,62.648294,494.3714,False,"101,103,504,505",4,14.0,114.0,,0,0,0,0,0
3874,3,103,439,28.803315,90.072355,492.7262,False,102,1,14.0,114.0,313,0,0,0,0,0
4751,15,115,439,26.699654,7.002385,492.1783,True,101,1,,,114,0,0,0,0,0
6078,27,212,439,-11.79545,16.162918,489.281,True,213,1,,,211,0,0,0,0,0
7022,28,213,439,1.870124,36.073809,488.5447,True,"101,212,214",3,,,,0,0,0,0,0
10592,29,214,439,15.306385,56.2901,489.7856,True,"101,213,215",3,,,,0,0,0,0,0
13663,30,215,439,26.699654,79.002385,492.1783,True,214,1,,,,0,0,0,0,0
14540,62,502,439,34.629176,-9.351706,494.3714,False,503,1,75.0,515.0,114,0,0,0,0,0
15655,63,503,439,28.803315,18.072355,492.7262,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19877,64,504,439,18.178321,41.61736,490.2857,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23328,65,505,439,5.03905,62.221684,488.6649,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
566,1,101,440,33.845428,33.665754,494.1407,True,"102,115,213,214",4,,,,0,0,0,0,0
2718,2,102,440,34.622027,62.720762,494.3693,False,"101,103,504,505",4,14.0,114.0,,0,0,9728,8,9728
3875,3,103,440,28.780424,90.135822,492.7201,False,102,1,14.0,114.0,313,0,0,0,0,0
4752,15,115,440,26.725276,7.063339,492.1848,True,101,1,,,114,0,0,0,0,0
6079,27,212,440,-11.760387,16.213071,489.2766,True,213,1,,,211,0,0,0,0,0
7023,28,213,440,1.906812,36.121779,488.5454,True,"101,212,214",3,,,,0,0,0,0,0
10593,29,214,440,15.340188,56.34188,489.791,True,"101,213,215",3,,,,0,0,3648,3,3648
13664,30,215,440,26.725276,79.063339,492.1848,True,214,1,,,,0,0,0,0,0
14541,62,502,440,34.622027,-9.279238,494.3693,False,503,1,75.0,515.0,114,0,0,0,0,0
15656,63,503,440,28.780424,18.135822,492.7201,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19878,64,504,440,18.145863,41.670816,490.2796,False,"102,503,505",3,75.0,515.0,,0,0,21888,18,21888
23329,65,505,440,5.002611,62.269996,488.6629,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
567,1,101,441,33.856555,33.736835,494.144,True,"102,115,213,214",4,,,,0,0,7296,6,7296
2726,2,102,441,34.614831,62.793216,494.3672,False,"101,103,504,505",4,14.0,114.0,,0,0,4864,4,4864
3876,3,103,441,28.757498,90.19926,492.714,False,102,1,14.0,114.0,313,0,0,0,0,0
4753,15,115,441,26.750869,7.124323,492.1913,True,101,1,,,114,0,0,0,0,0
6080,27,212,441,-11.725313,16.26321,489.2722,True,213,1,,,211,0,0,0,0,0
7024,28,213,441,1.943499,36.169752,488.5462,True,"101,212,214",3,,,,0,0,0,0,0
10596,29,214,441,15.373978,56.393679,489.7965,True,"101,213,215",3,,,,0,0,15808,13,15808
13665,30,215,441,26.750869,79.124323,492.1913,True,214,1,,,,0,0,0,0,0
14542,62,502,441,34.614831,-9.206784,494.3672,False,503,1,75.0,515.0,114,0,0,0,0,0
15657,63,503,441,28.757498,18.19926,492.714,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19896,64,504,441,18.113387,41.72425,490.2736,False,"102,503,505",3,75.0,515.0,,0,0,14592,12,14592
23330,65,505,441,4.966168,62.318302,488.6609,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
573,1,101,442,33.867636,33.807935,494.1472,True,"102,115,213,214",4,,,,0,0,4864,4,4864
2730,2,102,442,34.607586,62.865658,494.365,False,"101,103,504,505",4,14.0,114.0,,0,0,0,0,0
3877,3,103,442,28.734539,90.262668,492.7079,False,102,1,14.0,114.0,313,0,0,0,0,0
4754,15,115,442,26.776431,7.185335,492.1978,True,101,1,,,114,0,0,0,0,0
6081,27,212,442,-11.690229,16.313336,489.2678,True,213,1,,,211,0,0,0,0,0
7025,28,213,442,1.980185,36.217726,488.547,True,"101,212,214",3,,,,0,0,0,0,0
10609,29,214,442,15.407753,56.445495,489.8019,True,"101,213,215",3,,,,0,0,0,0,0
13666,30,215,442,26.776431,79.185335,492.1978,True,214,1,,,,0,0,0,0,0
14543,62,502,442,34.607586,-9.134342,494.365,False,503,1,75.0,515.0,114,0,0,0,0,0
15658,63,503,442,28.734539,18.262668,492.7079,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19908,64,504,442,18.080894,41.777664,490.2675,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23331,65,505,442,4.929721,62.366602,488.6589,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
577,1,101,443,33.878672,33.879055,494.1505,True,"102,115,213,214",4,,,,0,0,0,0,0
2731,2,102,443,34.600293,62.938086,494.3629,False,"101,103,504,505",4,14.0,114.0,,0,0,2432,2,2432
3878,3,103,443,28.711547,90.326047,492.7017,False,102,1,14.0,114.0,313,0,0,0,0,0
4755,15,115,443,26.801964,7.246377,492.2043,True,101,1,,,114,0,0,0,0,0
6082,27,212,443,-11.655135,16.363448,489.2634,True,213,1,,,211,0,0,0,0,0
7026,28,213,443,2.016868,36.265703,488.5478,True,"101,212,214",3,,,,0,0,0,0,0
10610,29,214,443,15.441514,56.497329,489.8074,True,"101,213,215",3,,,,0,0,17024,14,17024
13667,30,215,443,26.801964,79.246377,492.2043,True,214,1,,,,0,0,0,0,0
14544,62,502,443,34.600293,-9.061914,494.3629,False,503,1,75.0,515.0,114,0,0,0,0,0
15659,63,503,443,28.711547,18.326047,492.7017,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19909,64,504,443,18.048384,41.831057,490.2614,False,"102,503,505",3,75.0,515.0,,0,0,14592,12,14592
23332,65,505,443,4.89327,62.414897,488.657,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
578,1,101,444,33.889661,33.950194,494.1537,True,"102,115,213,214",4,,,,0,0,7296,6,7296
2733,2,102,444,34.592952,63.0105,494.3607,False,"101,103,504,505",4,14.0,114.0,,0,0,0,0,0
3879,3,103,444,28.68852,90.389396,492.6956,False,102,1,14.0,114.0,313,0,0,0,0,0
4756,15,115,444,26.827466,7.307448,492.2108,True,101,1,,,114,0,0,0,0,0
6083,27,212,444,-11.620031,16.413547,489.259,True,213,1,,,211,0,0,0,0,0
7027,28,213,444,2.05355,36.313683,488.5486,True,"101,212,214",3,,,,0,0,0,0,0
10624,29,214,444,15.475261,56.549182,489.8129,True,"101,213,215",3,,,,0,0,9728,8,9728
13668,30,215,444,26.827466,79.307448,492.2108,True,214,1,,,,0,0,0,0,0
14545,62,502,444,34.592952,-8.9895,494.3607,False,503,1,75.0,515.0,114,0,0,0,0,0
15660,63,503,444,28.68852,18.389396,492.6956,False,"502,504",2,75.0,515.0,,0,0,0,0,0
19921,64,504,444,18.015856,41.884428,490.2554,False,"102,503,505",3,75.0,515.0,,0,0,14592,12,14592
23333,65,505,444,4.856815,62.463186,488.655,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
584,1,101,445,33.900605,34.021352,494.1569,True,"102,115,213,214",4,,,,0,0,7296,6,7296
2734,2,102,445,34.585564,63.082901,494.3585,False,"101,103,504,505",4,14.0,114.0,,0,0,12160,10,12160
3880,3,103,445,28.66546,90.452716,492.6895,False,102,1,14.0,114.0,313,0,0,0,0,0
4757,15,115,445,26.852939,7.368547,492.2173,True,101,1,,,114,0,0,0,0,0
6084,27,212,445,-11.584916,16.463632,489.2546,True,213,1,,,211,0,0,0,0,0
7028,28,213,445,2.09023,36.361664,488.5495,True,"101,212,214",3,,,,0,0,0,0,0
10632,29,214,445,15.508993,56.601052,489.8184,True,"101,213,215",3,,,,0,0,0,0,0
13669,30,215,445,26.852939,79.368547,492.2173,True,214,1,,,,0,0,0,0,0
14546,62,502,445,34.585564,-8.917099,494.3585,False,503,1,75.0,515.0,114,0,0,0,0,0
15661,63,503,445,28.66546,18.452716,492.6895,False,"502,504",2,75.0,515.0,114,0,0,0,0,0
19933,64,504,445,17.983312,41.937779,490.2494,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23334,65,505,445,4.820355,62.511469,488.6531,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
590,1,101,446,33.911503,34.092529,494.1601,True,"102,115,213,214",4,,,,0,0,0,0,0
2744,2,102,446,34.578127,63.155288,494.3563,False,"101,103,504,505",4,14.0,114.0,,0,0,0,0,0
3881,3,103,446,28.642367,90.516007,492.6833,False,102,1,14.0,114.0,313,0,0,0,0,0
4758,15,115,446,26.878381,7.429676,492.2237,True,101,1,,,114,0,0,0,0,0
6085,27,212,446,-11.549791,16.513703,489.2503,True,213,1,,,211,0,0,0,0,0
7029,28,213,446,2.126908,36.409648,488.5503,True,"101,212,214",3,,,,0,0,0,0,0
10633,29,214,446,15.542711,56.652941,489.8239,True,"101,213,215",3,,,,0,0,0,0,0
13670,30,215,446,26.878381,79.429676,492.2237,True,214,1,,,,0,0,0,0,0
14547,62,502,446,34.578127,-8.844712,494.3563,False,503,1,75.0,515.0,114,0,0,0,0,0
15662,63,503,446,28.642367,18.516007,492.6833,False,"502,504",2,75.0,515.0,114,0,0,0,0,0
19934,64,504,446,17.95075,41.991108,490.2433,False,"102,503,505",3,75.0,515.0,,0,0,0,0,0
23335,65,505,446,4.783891,62.559747,488.6512,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
591,1,101,447,33.922354,34.163726,494.1633,True,"102,115,213,214",4,,,,0,0,4864,4,4864
2745,2,102,447,34.570643,63.227662,494.3541,False,"101,103,504,505",4,14.0,114.0,,0,0,4864,4,4864
3882,3,103,447,28.619239,90.579268,492.6772,False,102,1,14.0,114.0,313,0,0,0,0,0
4759,15,115,447,26.903793,7.490834,492.2302,True,101,1,,,114,0,0,0,0,0
6086,27,212,447,-11.514656,16.563761,489.2459,True,213,1,,,211,0,0,0,0,0
7030,28,213,447,2.163585,36.457635,488.5512,True,"101,212,214",3,,,,0,0,0,0,0
10634,29,214,447,15.576415,56.704847,489.8294,True,"101,213,215",3,,,,0,0,13376,11,13376
13671,30,215,447,26.903793,79.490834,492.2302,True,214,1,,,,0,0,0,0,0
14548,62,502,447,34.570643,-8.772338,494.3541,False,503,1,75.0,515.0,114,0,0,0,0,0
15663,63,503,447,28.619239,18.579268,492.6772,False,"502,504",2,75.0,515.0,114,0,0,0,0,0
19935,64,504,447,17.918171,42.044417,490.2373,False,"102,503,505",3,75.0,515.0,,0,0,13376,11,13376
23336,65,505,447,4.747424,62.608019,488.6493,False,"102,504",2,75.0,515.0,"311,312",0,0,0,0,0
595,1,101,448,33.93316,34.234941,494.1664,True,"102,115,213,214",4,,,,0,0,7296,6,7296
2749,2,102,448,34.56311,63.300022,494.3519,False,"101,103,504,505",4,14.0,114.0,,0,0,7296,6,7296
3883,3,103,448,28.596078,90.642499,492.671,False,102,1,14.0,114.0,313,0,0,0,0,0
4760,15,115,448,26.929174,7.552021,492.2367,True,101,1,,,114,0,0,0,0,0
6087,27,212,448,-11.479511,16.613806,489.2416,True,213,1,,,211,0,0,0,0,0
7031,28,213,448,2.20026,36.505624,488.5521,True,"101,212,214",3,,,,0,0,0,0,0
